"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","emails/5","emails/6","emails/7","emails/8","emails/9","emails/10","emails/11","emails/12","emails/13","emails/14","emails/15","emails/16","emails/17","emails/18","emails/19","emails/20","emails/21","emails/22","emails/23","emails/24","emails/25","emails/26","emails/27","emails/28","emails/29","emails/30","facebooks/0","facebooks/1","facebooks/2","facebooks/3","fid","hotelAds/0/googleUrl","hotelAds/0/isOfficialSite","hotelAds/0/price","hotelAds/0/title","hotelAds/0/url","hotelAds/1/googleUrl","hotelAds/1/isOfficialSite","hotelAds/1/price","hotelAds/1/title","hotelAds/1/url","hotelDescription","hotelStars","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","language","leadsEnrichment","linkedIns/0","location/lat","location/lng","neighborhood","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phones/3","phones/4","phones/5","phones/6","phones/7","phones/8","phones/9","phones/10","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","phonesUncertain/29","phonesUncertain/30","phonesUncertain/31","phonesUncertain/32","phonesUncertain/33","phonesUncertain/34","phonesUncertain/35","phonesUncertain/36","phonesUncertain/37","phonesUncertain/38","phonesUncertain/39","phonesUncertain/40","phonesUncertain/41","phonesUncertain/42","phonesUncertain/43","phonesUncertain/44","phonesUncertain/45","phonesUncertain/46","phonesUncertain/47","phonesUncertain/48","phonesUncertain/49","phonesUncertain/50","phonesUncertain/51","phonesUncertain/52","phonesUncertain/53","phonesUncertain/54","phonesUncertain/55","phonesUncertain/56","phonesUncertain/57","phonesUncertain/58","phonesUncertain/59","phonesUncertain/60","phonesUncertain/61","phonesUncertain/62","phonesUncertain/63","phonesUncertain/64","phonesUncertain/65","phonesUncertain/66","phonesUncertain/67","phonesUncertain/68","phonesUncertain/69","phonesUncertain/70","phonesUncertain/71","phonesUncertain/72","phonesUncertain/73","phonesUncertain/74","phonesUncertain/75","phonesUncertain/76","phonesUncertain/77","phonesUncertain/78","phonesUncertain/79","phonesUncertain/80","phonesUncertain/81","phonesUncertain/82","phonesUncertain/83","phonesUncertain/84","phonesUncertain/85","phonesUncertain/86","phonesUncertain/87","phonesUncertain/88","phonesUncertain/89","phonesUncertain/90","phonesUncertain/91","phonesUncertain/92","phonesUncertain/93","phonesUncertain/94","phonesUncertain/95","phonesUncertain/96","phonesUncertain/97","phonesUncertain/98","phonesUncertain/99","phonesUncertain/100","phonesUncertain/101","phonesUncertain/102","phonesUncertain/103","phonesUncertain/104","phonesUncertain/105","phonesUncertain/106","phonesUncertain/107","phonesUncertain/108","phonesUncertain/109","phonesUncertain/110","phonesUncertain/111","phonesUncertain/112","phonesUncertain/113","phonesUncertain/114","phonesUncertain/115","phonesUncertain/116","phonesUncertain/117","phonesUncertain/118","phonesUncertain/119","phonesUncertain/120","phonesUncertain/121","phonesUncertain/122","phonesUncertain/123","phonesUncertain/124","phonesUncertain/125","phonesUncertain/126","phonesUncertain/127","phonesUncertain/128","phonesUncertain/129","phonesUncertain/130","phonesUncertain/131","phonesUncertain/132","phonesUncertain/133","phonesUncertain/134","phonesUncertain/135","phonesUncertain/136","phonesUncertain/137","phonesUncertain/138","phonesUncertain/139","phonesUncertain/140","phonesUncertain/141","phonesUncertain/142","phonesUncertain/143","phonesUncertain/144","phonesUncertain/145","phonesUncertain/146","pinterests/0","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","twitters/1","updatesFromCustomers/language","updatesFromCustomers/media/0/link","updatesFromCustomers/media/0/postDate","updatesFromCustomers/postDate","updatesFromCustomers/postedBy/name","updatesFromCustomers/postedBy/title","updatesFromCustomers/postedBy/totalReviews","updatesFromCustomers/postedBy/url","updatesFromCustomers/text","url","website","youtubes/0","youtubes/1"
"Leandro Alem 1435, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de vehículos de segunda mano y de ocasión",,,,,,,,,,"Tienda de vehículos de segunda mano y de ocasión",,,"3136862851244183910","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fee2b3b4e0f:0x2b886024b5875166",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipMjnRhuNqRlmSID_XDhlLUjUEtpCMP2hXT3et5u=w408-h544-k-no","37",,,"false","es-419",,,"-37.3151662","-59.1396309",,"false","+54 2284 39-9086","+542284399086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJD047K-4fkZURZlGHtSRgiCs","B7000",,"14",,"2",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Leandro Alem 1435","false",,"Vehículos usados y planes","5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Veh%C3%ADculos%20usados%20y%20planes&query_place_id=ChIJD047K-4fkZURZlGHtSRgiCs",,,
"Arana 401, B7000 Tandil, Provincia de Buenos Aires, Argentina","Concesionario de automóviles",,,,,,,,,,"Concesionario de automóviles",,,"1522372877975242495","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f80c01b1d5f:0x15208e110f6746ff",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npt1gTm7whjBqr8WS5Tx4T9vkv10IlDMFXKaY5SumjRmHH72KLTZKYfYAaKILN17QPhRQLQboySfWyINWvVLGIjkCoDjLrewDhTrWY6MHQf2BUch_VE72MLUQgRR9llLJ4DkJBD=w426-h240-k-no","13",,,"false","es-419",,,"-37.3167356","-59.1454678",,"false","+54 249 448-7508","+542494487508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJXx0bwIAfkZUR_0ZnDxGOIBU","B7000",,"13",,"127",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Arana 401","false",,"JAUNARENA AUTOMOTORES","4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=JAUNARENA%20AUTOMOTORES&query_place_id=ChIJXx0bwIAfkZUR_0ZnDxGOIBU",,,
"Americo, Sinka 1485, B7000 Tandil, Provincia de Buenos Aires, Argentina","Agencia de registro de automóviles",,,,,,,,,,"Agencia de registro de automóviles",,,"17633298417181384059","Tandil","true","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fcd2a0def63:0xf4b60f7c368ddd7b",,,,,,,,,,,,,,,,,"false","es-419",,,"-37.3522807","-59.1295343",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJY-8NKs0fkZURe92NNnwPtvQ","B7000",,"11",,"0",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Americo, Sinka 1485","false",,"EL LAGO AUTOMOTORES",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EL%20LAGO%20AUTOMOTORES&query_place_id=ChIJY-8NKs0fkZURe92NNnwPtvQ",,,
"Av. Espora 938, B7001 Tandil, Provincia de Buenos Aires, Argentina","Concesionario de automóviles",,,,,,,,,,"Concesionario de automóviles",,,"8845206507369087666","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911ffa24f71f2b:0x7ac07c745cb542b2",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipO8tMEkH2Ih2IHoSVJJYjlLgvFCdFv4oIEUKi77=w408-h306-k-no","4",,,"false","es-419",,,"-37.3154676","-59.1200961",,"false","+54 249 437-4760","+542494374760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJKx_3JPofkZURskK1XHR8wHo","B7001",,"10",,"21",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Av. Espora 938","false",,"Juan E Dozo Automoviles","4.8",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juan%20E%20Dozo%20Automoviles&query_place_id=ChIJKx_3JPofkZURskK1XHR8wHo",,,
"Leandro Alem 612, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,,,,,,,"Tienda de ropa",,,"8812366321874750033","Tandil","false","AR",,"malibutandil.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f17c89c37e7:0x7a4bd07ad5f5ca51",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipN9iFIt6DcGYrqq2h7iXimngYdJHZVt7yJINc3i=w408-h725-k-no","10","https://instagram.com/malibutandil",,"false","es-419",,,"-37.3250974","-59.134",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ5zecyBcfkZURUcr11XrQS3o","B7000",,"3",,"20",,,,,,"2025-07-30T15:43:40.471Z","https://www.google.com/maps/search/ropa/@-37.38333195280785,-59.1352107,14z?hl=es-419","ropa","Provincia de Buenos Aires","Leandro Alem 612","false",,"Malibu","4.3",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Malibu&query_place_id=ChIJ5zecyBcfkZURUcr11XrQS3o","http://www.malibutandil.com.ar/",,
"Av. Falucho 1364, B7000 Tandil, Provincia de Buenos Aires, Argentina","Concesionario de automóviles",,,,,,,,,,"Concesionario de automóviles",,,"16417073519077707970","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x9591202ac62d233b:0xe3d529625c1950c2",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqUwd3jMX6S2e3HpXu86O8hJZWd-6ATtnPeONremYprwoNDWcCNpx9-ag1IRaecleVfuXwjZnoecwcu1SimAoZXu2vwSfs95fxL5o8J7u-3nnSrf5pc0hUxPZDntXdJNxB9_VkV=w426-h240-k-no","80",,,"false","es-419",,,"-37.3192365","-59.1054277",,"false","+54 249 469-1394","+542494691394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJOyMtxiogkZURwlAZXGIp1eM","B7000",,"9",,"34",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Av. Falucho 1364","false",,"Del Valle Automotores","4.4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Del%20Valle%20Automotores&query_place_id=ChIJOyMtxiogkZURwlAZXGIp1eM",,,
"Liniers 1485, B7001 Tandil, Provincia de Buenos Aires, Argentina","Tienda de vehículos de segunda mano y de ocasión",,,,,,,,,,"Tienda de vehículos de segunda mano y de ocasión",,,"1047601812139959711","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f3ee9190d49:0xe89d44c36a8659f",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipMoNzvS2qC3Lvl9Py9PzYambesYRqDGyC5UUWoI=w408-h603-k-no","42",,,"false","es-419",,,"-37.3101237","-59.1229365",,"false","+54 249 468-7681","+542494687681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJSQ0Z6T4fkZURn2WoNkzUiQ4","B7001",,"7",,"21",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Liniers 1485","false",,"Valentino automotores","5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Valentino%20automotores&query_place_id=ChIJSQ0Z6T4fkZURn2WoNkzUiQ4","https://instagram.com/valentino.automotores",,
"Av. Marconi 1305, B7000 Tandil, Provincia de Buenos Aires, Argentina","Concesionario de automóviles",,,,,,,,,,"Concesionario de automóviles",,,"13734628832218247047","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f8daaaaaaab:0xbe9b34275a34ef87",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4np2uIwKbxX1dLQBcA5uNe73QWPE5FaQBdfkMiO6lTQMdg_MNTXEkhm2GyCcTYcfYaWZ0ELVgm3oBjPlrKiwIO_Mvvj8bLgrK2qbZCl-KzNzV8OGat3wfermUSfB3R-CgaZayK4=w408-h309-k-no","13",,,"false","es-419",,,"-37.3188389","-59.1282414",,"false","+54 249 442-5582","+542494425582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJq6qqqo0fkZURh-80Wic0m74","B7000",,"6",,"76",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Av. Marconi 1305","false",,"Gama Multimarcas","4.5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gama%20Multimarcas&query_place_id=ChIJq6qqqo0fkZURh-80Wic0m74",,,
"9 de Julio 601, B7000 Tandil, Provincia de Buenos Aires, Argentina","Concesionario Chevrolet",,,,,,,,,,"Concesionario Chevrolet",,,"6711263773450412930","Tandil","false","AR",,"chevroletsanjorge.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"facebook.com/chevroletsanjorge",,,,"0x95911f1f2caacf5b:0x5d2332d81a75a382",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipM2OBrSbYMEyra4GONFnniBuzCm9aXssw9kwkZR=w408-h259-k-no","6","https://www.instagram.com/chevrolet.sanjorge/",,"false","es-419",,"https://www.linkedin.com/company/71626076/","-37.3257317","-59.1353697",,"false","+54 810-222-5678",,"0810-222-0678","0810-222-6666","08102226666",,,,,,,,,"0810-222-0678","0810-222-6666","(011) 5263-8860","(011) 5263-8867","(011) 5263-8866","(011) 5263-8863","(011) 5263-8869","(011) 5263-8862","(0249) 4441605","(011) 5263-8868","0810-222-5678","(011) 5263-8872","2494-605055","(011) 5263-8865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJW8-qLB8fkZURgqN1GtgyI10","B7000",,"5",,"14",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","9 de Julio 601","false",,"Automóviles San Jorge - Tandil Centro Plan de Ahorro","4.4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Autom%C3%B3viles%20San%20Jorge%20-%20Tandil%20Centro%20Plan%20de%20Ahorro&query_place_id=ChIJW8-qLB8fkZURgqN1GtgyI10","http://www.chevroletsanjorge.com.ar/",,
"San Martín 975, B7000 Tandil, Provincia de Buenos Aires, Argentina","Empresa de software",,,,,,,,,,"Empresa de software",,,"1213016224579135546","Tandil","true","AR",,"abaco-informatica.com.ar","info@abaco-informatica.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911f93becc43ad:0x10d57fd454d3283a",,,,,,,,,,,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vJUgXBrSAh5pkiOpvLtTtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.52187&pitch=0&thumbfov=100","2",,,"false","es-419",,,"-37.3244071","-59.1312803",,"false","+54 249 444-4188","+542494444188",,,,,,,,,,,,"+54 0249 442703","249 4444188","4427036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJrUPMvpMfkZUROijTVNR_1RA","B7000",,"19",,"9",,,,,,"2025-07-30T15:43:51.562Z","https://www.google.com/maps/search/tecnologia/@-37.38333195280785,-59.1352107,14z?hl=es-419","tecnologia","Provincia de Buenos Aires","San Martín 975","false",,"Abaco Informática S.A.","4.2",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Abaco%20Inform%C3%A1tica%20S.A.&query_place_id=ChIJrUPMvpMfkZUROijTVNR_1RA","https://www.abaco-informatica.com.ar/",,
"Av. España 650 7000, B7000 Tandil, Provincia de Buenos Aires, Argentina","Concesionario de automóviles",,,,,,,,,,"Concesionario de automóviles",,,"16433311751124574167","Tandil","true","AR",,"fiat.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/fiatargentina",,,,"0x95911fe7b7464fdf:0xe40ed9f861085fd7",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWlXd8aGV8B_YvRkbXn0t-ZByDAcFPZ1MGtpq49OV7504GV3p_bPLR1ejuhA3mDxco2GT8evo9f0H2MyAj2Hq3u9vgviZt6MIqdXwfZgsk0nOIybUPsV7bmzHQBVhbxh20wr8vyg=w408-h306-k-no","9","https://www.instagram.com/fiatargentina",,"false","es-419",,,"-37.3224094","-59.1382757",,"false","+54 249 444-5797","+542494445797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ309Gt-cfkZUR118IYfjZDuQ","B7000",,"16",,"53",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Av. España 650 7000","false",,"Fiat","4.2","https://twitter.com/fiatargentina",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fiat&query_place_id=ChIJ309Gt-cfkZUR118IYfjZDuQ","http://www.fiat.com.ar/","https://www.youtube.com/user/FiatAutoArgentina",
"Av. España 170, B7000FUQ Tandil, Provincia de Buenos Aires, Argentina","Museo","Atracción turística",,,,,,,,,"Museo",,,"3564931468823200585","Tandil","false","AR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x95911fbfb901d655:0x31792e4877d18349",,,,,,,,,,,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq44X_ASVj02T9RKGpRXBSwwvhgXmFQa4X92UV76MjL8MLnxSC3x7bFnWzF5E5g6Q8ZPsT2oBv6r3cj1Y2E223yAocy_ppbowxYkLYe82QQc0sexOJh9zh7fmSa_I3E7_oZzlH2=w408-h306-k-no","2241",,,"false","es-419",,,"-37.3248759","-59.1448793",,"false","+54 249 437-0148","+542494370148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJVdYBub8fkZURSYPRd0gueTE","B7000",,"2",,"465",,,,,,"2025-07-30T15:43:50.971Z","https://www.google.com/maps/search/vehiculos/@-37.38333195280785,-59.1352107,14z?hl=es-419","vehiculos","Provincia de Buenos Aires","Av. España 170","false",,"MUVET - Museo Vehículos de Época Tandil","4.6",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MUVET%20-%20Museo%20Veh%C3%ADculos%20de%20%C3%89poca%20Tandil&query_place_id=ChIJVdYBub8fkZURSYPRd0gueTE",,,
"9 de Julio 686, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de informática",,,,,,,,,,"Tienda de informática",,,"7439777059964961911","Tandil","false","AR",,"mitiendanube.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/eltheam",,,,"0x95911f9151946da5:0x673f65d1834fc477",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipOVp4gwEFC0et6cclJ09hoOCG0ZSV_p-Mt-nXtS=w408-h408-k-no","50","https://instagram.com/eltheam.ar",,"false","es-419",,,"-37.3248639","-59.1359338",,"false","+54 249 438-6525","+542494386525",,,,,,,,,,,,"5492494337280","0249 438","02494433739","2494337280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJpW2UUZEfkZURd8RPg9FlP2c","B7000",,"7",,"175",,,,,,"2025-07-30T15:43:41.990Z","https://www.google.com/maps/search/computacion/@-37.38333195280785,-59.1352107,14z?hl=es-419","computacion","Provincia de Buenos Aires","9 de Julio 686","false",,"ElTheam .ar","4.5",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ElTheam%20.ar&query_place_id=ChIJpW2UUZEfkZURd8RPg9FlP2c","https://eltheam.ar/",,
"Gral. Rodríguez 413, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de artículos para el hogar",,,,,,,,,,"Tienda de artículos para el hogar",,,"17427105455138515603","Tandil","false","AR",,"quieromio.com.ar","info@quieromio.com.ar","reclamos@quieromio.com.ar","info@siemprefarmacias.com.ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.facebook.com/profile.php?id=100063744000908",,,,"0x95911f7294f947f5:0xf1d9841424cdaa93",,,,,,,,,,,,,"https://lh3.googleusercontent.com/p/AF1QipO05DCPy6stDhxw6wZ2UbnBsiUoIPBEjKByknsm=w408-h272-k-no","33","https://www.instagram.com/quieromio",,"false","es-419",,,"-37.3286969","-59.13521",,"false","+54 249 453-8951","+542494538951",,,,,,,,,,,,"15.400001","13.150001","176.990001","22.390002","22.250002","50.390005","209.990002","128.200001","14.995001","29.990002","11.490001","82500825","45000450","90000900","33.545003","67.090006","17.325001","34.650003","95000950","10.450001","14.650001","24.810002","41.350004","28.554002","47.590004","59.394005","98.990009","15.490001","29.310002","48.850004","47.160004","78.600007","25.538502","39.290003","37.275003","53.250005","17.290001","24.700002","93.900009","24.590002","17.000001","20.850002","35.900003","24.800002","31.850003","249 453 8951","2494538951","33-691455","2494 582403","27.090002","45.150004","64.690006","59.900005","215.600002","21.490002","32.250003","20.600002","28.950002","30.090003","52.900005","32.850003","67.450006","32.587503","43.450004","25.792502","34.390003","64.050006","33.290003","43.313004","32.390003","38.600003","24.600002","21.800002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ9Uf5lHIfkZURk6rNJBSE2fE","B7000",,"17",,"10",,,,,,"2025-07-30T15:43:51.143Z","https://www.google.com/maps/search/hogar/@-37.38333195280785,-59.1352107,14z?hl=es-419","hogar","Provincia de Buenos Aires","Gral. Rodríguez 413","false",,"Quiero Mio","4.4",,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quiero%20Mio&query_place_id=ChIJ9Uf5lHIfkZURk6rNJBSE2fE","https://www.quieromio.com.ar/",,
